,SP,Hectar,D2021,D2023,D2025,D2027,D2029,D2031,D2033,D2035,D2037,D2039,D2041,D2043,D2045,D2047,D2049,D2051,D2053,D2055,SP_Name
324,99,0,21.84845726958535,25.20409481078019,27.251307716293933,28.401021863175906,28.934809509306692,29.149541512477782,29.232565087407824,29.26357945592442,29.275009783699012,29.279211962126265,29.28075284361642,29.281317591480978,29.28152454646192,29.281600374305604,29.281628157387548,29.28163833687558,29.281642066526373,29.281643433030215,DRYPLO
325,99,0,3.299516251840462,6.434490113136885,9.444742520483203,11.820365640697538,13.97313827279575,16.548233791940564,19.71408702973762,23.076486325783797,25.90482786580973,27.70887911397095,28.623194207945787,29.024452316694525,29.18493540421307,29.24583928662231,29.268474515001166,29.276812300256108,29.279872896380308,29.280995106542463,DRYPLO
326,99,0,21.344750412815795,24.769922092324563,26.974551537360355,28.267314985425617,28.877580001234932,29.126843027056548,29.22402102054703,29.260412719792278,29.27384408824217,29.27878431237812,29.280596054776993,29.281260133525635,29.28150349324523,29.281592660356928,29.281625331061736,29.28163730133837,29.281641687116554,29.28164329401875,DRYPLO
327,99,0,21.101086656223774,24.575489061194872,26.855480613309922,28.206110839647643,28.85112272377251,29.116357239106815,29.220041176702836,29.258937713733086,29.273300946075835,29.278584948328877,29.2805229697482,29.281233348589698,29.281493678769692,29.2815890643429,29.281624013503503,29.281636818598592,29.281641510245887,29.2816432292153,DRYPLO
328,99,0,21.215256206750112,24.6555210623513,26.899373840222886,28.230349040164114,28.86160547933734,29.120460176958275,29.221612043450673,29.25951895713136,29.27351490705162,29.27866353400753,29.280551771081825,29.281243904561286,29.281497546753684,29.28159048153891,29.281624532760347,29.281637008848765,29.281641579951444,29.281643254754666,DRYPLO
329,99,1,16.672633334152575,19.97641228750295,23.203685666183674,25.96012235960174,27.74956574927998,28.657098854009895,29.059533350581876,29.221147881933426,29.282252776843002,29.30487295851933,29.31315003690691,29.316167901741913,29.317266797981905,29.317666681542352,29.317812179422965,29.317865114128473,29.31788437228113,29.317891378532657,DRYPLO
330,99,1,26.945283309559755,28.22210189835561,28.835076540628734,29.144091880617765,29.251798039781818,29.293694492230344,29.309093892766896,29.314681282058153,29.316727004316988,29.31747011991645,29.317740663878034,29.317839098945896,29.317874906898133,29.31788793509648,29.317892674691176,29.317894398991694,29.317895026301166,29.317895254518895,DRYPLO
331,99,1,26.90564849284859,28.15456059595209,28.80082556596253,29.13358567393467,29.247159891340598,29.292039301370483,29.308490255126046,29.314459056333558,29.316646562291982,29.317440779715323,29.317729993499253,29.317835217252544,29.31787349447864,29.3178874212944,29.317892487761238,29.317894330986032,29.317895001560434,29.31789524551808,DRYPLO
332,100,1,16.406491386440543,19.632308168400506,22.84598960993663,25.70057636599094,27.60545578577519,28.591158085803063,29.0344474750811,29.213852864125045,29.281875252170625,29.30705876514448,29.31626236077835,29.319612377461063,29.32082989994147,29.321272084546138,29.32143265473141,29.321490956612735,29.321512125108804,29.32151981098561,DRYPPE
333,101,1,16.338401593886204,19.55577911727225,22.775934957136123,25.646990008392045,27.57624614512587,28.57972388277346,29.03202278092715,29.215280375119256,29.28473662148302,29.31041511569032,29.31978321025692,29.32318663087736,29.324421113343405,29.324868569111555,29.32503072912751,29.32508949069131,29.32511078348903,29.325118499050845,DRYPPO
334,101,1,15.906853959377337,19.05011225417468,22.282657382352383,25.25862095426041,27.347920905038936,28.47023570220565,28.985403253999674,29.19717074929326,29.277980204199363,29.307938045789275,29.31888221876188,29.32285961311456,29.324302557069675,29.324825601201923,29.325015158367837,29.32508384845244,29.325108738982905,29.325117758215537,DRYPPO
335,102,0,17.053931676007096,20.60921008167756,23.841668480768707,26.429131163224614,28.007148461737277,28.76801790255702,29.09270496445314,29.22011607061973,29.26778149606693,29.28532737195312,29.2917349555046,29.294068419914787,29.294917466676534,29.295226262308944,29.295338557517244,29.29537939230178,29.295394241061267,29.29539964049386,DURIGR
336,102,0,29.646413186744578,29.37141464950117,29.452684106882636,29.345931463288313,29.30810630402039,29.308347093010862,29.301465159346392,29.29687712768181,29.296443856098584,29.29604078288108,29.295588065536638,29.295489802879462,29.295463820172017,29.2954251430845,29.295410830851146,29.29540824368682,29.295405235655117,29.295403570104543,DURIGR
337,102,1,21.282169580697555,24.563267722695002,26.826436425282665,28.222022793270657,28.882390600847874,29.157721674229602,29.265696175629486,29.30570219624321,29.320353221072146,29.32567287958578,29.327599193209156,29.32829628042244,29.32854840057424,29.3286395830767,29.328672557989325,29.32868448277174,29.328688795135392,29.32869035461089,DURIGR
338,102,1,21.36030527883577,24.69602100823635,26.92724757530357,28.26561770811141,28.90260029824472,29.165881410945556,29.268708232002957,29.306820995599292,29.320758642871617,29.325819927571228,29.327652416409805,29.328315529154246,29.328555363025085,29.32864210086448,29.328673468519767,29.328684812046674,29.32868891421075,29.32869039767204,DURIGR
339,103,0,29.374101997353996,29.045494766802232,29.390098014402433,29.32342446096598,29.303865530491333,29.30708585094418,29.302965904940745,29.300665328620145,29.30051140517277,29.300262879058508,29.300023893130973,29.299980832612736,29.299965653424245,29.299944483630917,29.29993766591392,29.299936357313047,29.299934673612857,29.299933839863897,DYERCO
340,104,1,14.96066998836747,17.868343408204453,21.022476842924306,24.19931220797058,26.68324028403978,28.141918757004166,28.84856409326132,29.15002220734839,29.267203279863317,29.310819982830726,29.326731851425265,29.332488707990887,29.33456592368096,29.335314532506867,29.335584231046486,29.335681379446914,29.335716371657597,29.335728975399373,ELAEFE
341,104,0,5.806770872617694,8.953985057207515,11.471179770709448,13.619507952886174,16.10151773969703,19.19303806759743,22.57595207487892,25.540782282999345,27.516132756312093,28.54861837986215,29.008966704259663,29.19401524068103,29.26396578245775,29.28972380500382,29.299104135721482,29.30250567680227,29.303737363653838,29.304183092619223,ELAEFE
342,105,0,29.76285562654168,29.26291817019345,29.605664639607177,29.385752869902383,29.327827735081044,29.33303105793045,29.318699773291463,29.3113294777421,29.31086228735624,29.309979890422643,29.30920158270422,29.309068956267293,29.309014799771315,29.308944945244647,29.30892360486887,29.30891915508759,29.308913538647282,29.308910898311765,ELAEFL
343,106,1,29.30163918675928,29.012194282745774,29.364687882848482,29.341691500083837,29.340005753251972,29.344119365145616,29.342752234323537,29.34266749133339,29.342775375757352,29.34267790569736,29.342661585147525,29.342666296942756,29.34265974270862,29.34265756803044,29.342657681812895,29.34265729451784,29.34265705222132,29.342657038164695,ELAENI
344,106,0,29.60987368862588,29.38223036078459,29.443384567743315,29.355392333695693,29.32401699841593,29.32396388800813,29.31832560001169,29.314563429428105,29.314198339888907,29.313870169807224,29.313504457489724,29.313424242977874,29.31340299708182,29.313372150658175,29.31336070122339,29.31335859004864,29.31335621355628,29.313354902813543,ELAENI
345,106,0,5.812683576528961,9.173316010683482,11.769501380656209,13.950019427301152,16.497079958752693,19.658686912042782,23.035418624262707,25.88709241150667,27.71701247956299,28.648558049837295,29.056440556807793,29.218110542335054,29.278669106904307,29.300816991196285,29.308834922277534,29.31172676509856,29.31276837905241,29.313143366085708,ELAENI
346,107,1,18.999335805342852,22.50673379984105,25.389356677449847,27.423224003038055,28.52560777581464,29.022231441623912,29.225310741552747,29.30209484231123,29.330224141767214,29.34038457734741,29.344032971341317,29.34534079407934,29.34580919545851,29.3459769217716,29.346036974597485,29.346058475404636,29.346066173260027,29.34606892928523,ELAEP3
347,108,0,29.39705455085246,29.071365227741172,29.437085826976954,29.34785104425424,29.32757557884081,29.331439818823483,29.325616945422805,29.323019939797273,29.3229077406825,29.322542238890414,29.322256838746934,29.32221586533233,29.32219394290085,29.32216771409533,29.322160599369305,29.322158963616527,29.32215682639676,29.322155912016616,ELAERU
348,108,0,2.818954213169821,6.252745656417424,9.486234707276783,11.959051834371639,14.137098457729786,16.74686527704597,19.953886206821124,23.316777366799766,26.093475432559153,27.835978145461684,28.709202451346265,29.087206193541753,29.235615781454804,29.29082207590972,29.310891543434835,29.318116598256665,29.320708616848776,29.32163731715207,ELAERU
349,109,1,16.412601938526134,19.627918893005475,22.841730205476004,25.70490503938734,27.621921984274433,28.618944921984223,29.067076616193376,29.24699583007757,29.314464448233867,29.339056141975558,29.34788985132217,29.351049414832588,29.352177149527698,29.352579449086782,29.352722922794275,29.352774086996565,29.352792332012466,29.352798838084233,ELATTA
