Predicted DBH for 2019,Actual DBH for 2019
11.863431098685044,11.9
17.45855562646901,17.5
17.15873737971309,17.2
11.56366146050331,11.6
21.260744224286164,21.3
22.959264802859938,23.0
23.559079768815415,23.6
33.04700932302495,33.1
21.51797103450917,21.6
12.376482040944541,12.4
99.1760266260875,99.3
65.10773185368055,65.2
119.06036230691481,119.2
69.00933092307731,69.1
12.46403409139884,12.5
54.52790325752767,54.6
28.75519185038111,28.8
17.065705358786854,17.1
12.3705757762987,12.4
19.864319160002047,19.9
0.011780710472876876,0.0
21.63060348123459,21.7
30.223473309093848,30.3
-0.015753520482299166,0.0
13.044272055147639,13.1
0.025249430983080856,0.0
-0.026791837003941055,0.0
14.035666824819284,14.1
61.29850594455988,61.4
12.261315174738431,12.3
20.946839049802882,21.0
10.746892980815339,10.8
30.666635625320495,30.7
32.964837305707526,33.0
11.343333937934208,11.4
33.533984851952646,33.6
0.005863669131922933,0.0
12.021185474247716,12.0
14.411379318666759,14.4
10.793153578331623,10.8
16.698083932263586,16.7
15.99875943228559,16.0
22.403008530265808,22.4
12.418544507349718,12.4
16.808214281541236,16.8
-0.02929345246219839,0.0
12.342695198047124,12.4
11.633715043295558,11.7
10.943618114194397,11.0
14.840663954176167,14.9
12.342211228045587,12.4
15.838588814598664,15.9
11.033255751726244,11.1
11.043475534688518,11.1
10.739916768551478,10.8
11.049203822998594,11.1
11.348927381677601,11.4
12.076984784392744,12.1
10.614359698996873,10.6
14.176921286239136,14.2
42.95065057219385,43.0
23.73075632866376,23.8
15.132464129585324,15.2
-0.03167939477711457,0.0
82.35070205401712,82.4
45.18266877382146,45.2
11.072243061627798,11.1
17.165768420505767,17.2
34.451264653390496,34.5
15.168406967688032,15.2
64.62196139403582,64.7
11.8715232963564,11.9
14.768482786092994,14.8
12.459979693355216,12.5
12.964771629297665,13.0
10.619535206488374,10.6
11.01327071807722,11.0
28.3974810367379,28.4
18.53757055650588,18.6
-0.022458633958066798,0.0
19.443138866735577,19.5
11.119016155772863,11.1
12.672570634256445,12.7
10.676655619969278,10.7
12.291188013248194,12.3
15.488308952162608,15.5
13.988997960335597,14.0
11.219365468544218,11.2
11.664648840801188,11.7
21.960887754273905,22.0
13.168772525538177,13.2
10.760894885199694,10.8
15.916743757080418,15.9
30.029048832395734,30.1
32.42604424732676,32.5
12.418034659918957,12.4
14.866920843877002,14.9
36.94423769502937,37.0
18.560684549506153,18.6
23.45687196850245,23.5
24.361782256092724,24.4
0.01179512664779736,0.0
11.972553336147508,12.0
21.064676187792976,21.1
13.271720016565972,13.3
38.82549983193205,38.9
25.447326378983412,25.5
16.955471177925936,17.0
-0.010740329429811624,0.0
13.558166751537666,13.6
21.65120236846081,21.7
12.964585063889793,13.0
11.655642646258888,11.7
27.551664841217498,27.6
14.382688269874372,14.4
13.283657984996678,13.3
10.521048732649147,10.5
13.793146365875876,13.8
12.494329043130328,12.5
19.687661779533936,19.7
14.997295448517422,15.0
17.79515174511732,17.8
20.89299282450795,20.9
19.09396906786286,19.1
27.187060196797617,27.2
11.100898992292404,11.1
19.09055478887094,19.1
14.397848796832424,14.4
19.790806581585404,19.8
34.77714119462554,34.8
32.38020491788569,32.4
37.175177804309385,37.2
12.089398494296486,12.1
11.38873205046692,11.4
30.381044391606615,30.4
0.10031337894048065,0.0
33.37757470853515,33.4
27.688121142796312,27.7
19.598112267076495,19.6
15.300129697195182,15.3
15.498971738826409,15.5
22.993433785934975,23.0
18.897269879874745,18.9
25.181482788728133,25.2
16.700215329079658,16.7
9.995766381597873,10.0
16.19920568515529,16.2
26.489344461447708,26.5
28.1884843061286,28.2
28.089638685752554,28.1
32.184784262350476,32.2
46.27206900480738,46.3
33.27747660132607,33.3
11.004315015958388,11.0
12.487069619555909,12.5
15.841199064570047,15.9
61.77441095581743,61.8
11.382421527198863,11.4
11.992937587819629,12.0
22.58454194153382,22.6
31.975343796064216,32.0
12.292546870389067,12.3
0.037656921378289354,0.0
17.380044664554738,17.4
54.037455407617045,54.1
24.57391288269872,24.6
13.489703014193688,13.5
12.789927939121636,12.8
12.590329903314409,12.6
18.78490845189381,18.8
32.92802713058243,33.0
11.837094808916635,11.9
10.748673963019064,10.8
36.72520249138163,36.8
14.245925859368459,14.3
19.564962516927345,19.6
11.672576660181244,11.7
32.16290959051142,32.2
13.077013221964418,13.1
18.47245992984719,18.5
27.664224708456086,27.7
22.14103441481806,22.2
12.094642408447324,12.1
36.67587139342535,36.7
12.81851428656062,12.8
18.38391236888385,18.4
0.02107148050523122,0.0
19.683222720046608,19.7
10.281882481762176,10.3
14.973098303483951,15.0
11.69004162045293,11.7
15.792662298897,15.8
16.99050843542278,17.0
15.392806688002,15.4
14.493547853232286,14.5
14.592573043160062,14.6
13.494608289527033,13.5
27.18189302732972,27.2
24.783673570836264,24.8
20.58795842561675,20.6
32.676957699777304,32.7
68.36804829630186,68.4
27.565647848629407,27.6
45.65519266509524,45.7
17.41374572322427,17.4
0.08469753447930017,0.0
30.003137530180332,30.0
19.912058055868407,19.9
26.473141396602408,26.5
0.022952134208729547,0.0
12.65761284854417,12.7
0.027975738925089644,0.0
21.390995609777868,21.4
12.099261663636735,12.1
14.397238417984196,14.4
25.48760393568113,25.5
23.894501123084897,23.9
25.493028571727805,25.5
13.184103157197553,13.2
0.023843423053964585,0.0
13.484339332326426,13.5
12.085559745486066,12.1
0.001864906451629622,0.0
14.383016979946238,14.4
20.777582098071104,20.8
17.68038462127941,17.7
10.792356434941025,10.8
16.309844109212108,16.3
67.11290282088123,67.2
39.84799994936443,39.9
10.86000515862852,10.9
0.013074120356709074,0.0
13.967091745266774,14.0
18.213773660129927,18.2
0.006276025500788762,0.0
14.966585842538795,15.0
25.26484037778296,25.3
24.36556848432481,24.4
13.875008874167674,13.9
25.264859965815617,25.3
19.66959467045201,19.7
14.28026300373248,14.3
12.08393693701116,12.1
16.47839139600149,16.5
21.155724717411058,21.2
10.184376632558775,10.2
14.979760543918017,15.0
24.171646502073898,24.2
21.57393060128754,21.6
13.418676812460136,13.4
30.598730394424486,30.6
26.44401726309629,26.5
14.35557958805299,14.4
13.949136286125281,14.0
19.444802689647812,19.5
13.14641184091782,13.2
10.481447626074216,10.5
19.274023236506057,19.3
0.029523324673370155,0.0
22.44810863636699,22.5
0.01476859878886927,0.0
14.44297153238056,14.5
13.84932127403265,13.9
48.888541339138456,48.9
12.514195406556631,12.5
52.07801411082768,52.1
52.77760308700377,52.8
11.015302981439731,11.0
13.918356453105597,13.9
15.347853398734582,15.4
13.065267651636814,13.1
22.151675273660643,22.2
14.958051943682086,15.0
19.75147389689625,19.8
11.5614806399775,11.6
23.25122433023921,23.3
13.964755038625663,14.0
16.762444824362248,16.8
16.66847481681689,16.7
12.066664651159982,12.1
15.663359775659364,15.7
12.01982981324776,12.0
13.113671053061253,13.1
33.63671511691965,33.6
16.958516416663542,17.0
25.5565627403177,25.6
25.755818670811145,25.8
13.267561444177725,13.3
12.662790908194161,12.7
10.76409548102922,10.8
31.551387381997966,31.6
13.966931649565256,14.0
14.66635446379973,14.7
16.764612376886173,16.8
17.215115671796216,17.2
16.91001406599239,16.9
14.154882264510377,14.2
69.70036533981826,69.6
36.335486688121165,36.4
14.959854863570103,15.0
32.08430108334631,32.1
17.391578614001496,17.4
12.995423046884609,13.0
0.034933652036301055,0.0
15.960544213922399,16.0
17.660198674742357,17.7
16.360518475292935,16.4
12.369965298305667,12.4
20.363165985931992,20.4
11.872736814786,11.9
0.02428201678922548,0.0
15.167155526280814,15.2
15.866437572935647,15.9
24.558988877916853,24.6
20.462345002127847,20.5
19.9653510342344,20.0
22.879022941990463,22.9
17.43490280619931,17.4
30.57180460767831,30.6
13.487770777504334,13.5
18.987861745658293,19.0
11.5953978844878,11.6
12.892632510815048,12.9
19.682217068468766,19.7
11.18969078608342,11.2
10.804195411745418,10.8
18.491574558490687,18.5
40.37215177115907,40.4
28.68130047042274,28.7
20.08986727449195,20.1
11.698749912641782,11.7
12.796480863174478,12.8
16.493063790061573,16.5
13.795923984913934,13.8
12.996313980545063,13.0
49.26408234115896,49.3
19.290476040911642,19.3
17.492324064991422,17.5
76.44559330500898,76.5
12.902158730984132,12.9
18.76337193447597,18.8
0.04620417102767149,0.0
21.439588726673147,21.5
22.957079939116532,23.0
0.01741829609715495,0.0
42.23950226339164,42.3
38.14419138199342,38.2
23.05867561059369,23.1
112.29986445803337,112.4
74.12851802012099,74.2
46.15907677367672,46.2
41.964898837680934,42.0
38.3653391354358,38.4
97.01524944758701,97.1
24.8773513102484,24.9
0.08680434161095363,0.0
0.017618723450254947,0.0
28.677141120033774,28.7
30.277267819256245,30.3
32.67208891247083,32.7
28.483760684559833,28.5
31.274422717262894,31.3
11.093379243744096,11.1
15.688090291457685,15.7
22.381917489457326,22.4
15.987809849863929,16.0
24.08057483533798,24.1
26.678940119881084,26.7
17.487459858072075,17.5
19.685765740833315,19.7
39.06809820429875,39.1
44.166562437915246,44.2
48.15888790626439,48.2
17.187284897636662,17.2
32.472912082294414,32.5
15.488308311732728,15.5
13.98975908903773,14.0
12.890458172710954,12.9
32.07691230879665,32.1
26.67885196114839,26.7
33.573035796678674,33.6
0.033137509302545,0.0
19.085115447514177,19.1
50.0580959498792,50.1
16.28753993788715,16.3
11.192581919751014,11.2
18.486722583597427,18.5
36.26959441467642,36.3
12.391103931503615,12.4
13.7903439000401,13.8
21.483398042471563,21.5
13.090973694652574,13.1
10.19312283615847,10.2
28.076972008708225,28.1
0.055232047881581536,0.0
21.383193419282772,21.4
16.587512010911155,16.6
22.382606423372586,22.4
19.985069371450166,20.0
33.2735081434977,33.3
15.088472288870388,15.1
19.68594658795372,19.7
25.379508963264545,25.4
11.491812450012807,11.5
14.189477930298748,14.2
12.990361672707806,13.0
15.588264420576536,15.6
15.189004681115884,15.2
10.884609857327217,10.9
10.379817921384767,10.4
11.381127668653422,11.4
10.579690588913868,10.6
16.973879857895746,17.0
10.385680447930254,10.4
10.17610351705341,10.2
13.182873204976872,13.2
18.232283611230194,18.3
49.110805211770895,49.2
66.27392776188431,66.3
68.27162304902457,68.3
19.313634553383274,19.3
40.297738061577704,40.3
33.34190506506166,33.4
45.72948185954768,45.8
43.83392744969562,43.9
24.849581965704985,24.9
58.116722329877746,58.2
27.84635717079894,27.9
15.862526051162837,15.9
50.232095290286836,50.3
26.773833941655028,26.8
33.46170539623357,33.5
94.1478131471122,94.2
25.998366716314496,26.0
39.98722379193981,40.0
12.703397719046386,12.7
19.50485476039247,19.5
26.798900736161972,26.8
17.211638876189188,17.2
0.04772730999677677,0.0
13.20149489787699,13.2
49.677967685627955,49.7
21.303875239779696,21.3
37.688267859023846,37.7
51.375772115801496,51.4
22.004215191226862,22.0
17.313254614372,17.3
21.608546742034466,21.6
18.512736565582156,18.5
64.16986335431541,64.2
30.80163097329762,30.8
61.732162059424894,61.8
96.59986114927203,96.7
0.06868455649938099,0.0
71.52795657944152,71.6
38.95790410020835,39.0
13.592808969624329,13.6
62.544157432741,62.6
13.787426415134723,13.8
24.87768456015951,24.9
27.77518968716026,27.8
24.377951940737738,24.4
10.889855994691791,10.9
25.676635025247847,25.7
19.282419264795898,19.3
28.47453151034341,28.5
14.686450168341086,14.7
19.18215007117983,19.2
12.48824667602782,12.5
33.47195837322616,33.5
21.68619722147826,21.7
31.477040520661294,31.5
10.785725476240806,10.8
0.026252110094404202,0.0
19.38846245213157,19.4
21.18611812237672,21.2
18.088894154114943,18.1
13.792730245727615,13.8
12.993916922039354,13.0
22.185332691897038,22.2
12.385709518938047,12.4
18.189770652257796,18.2
13.781165241655913,13.8
12.194845651497232,12.2
16.89000972600099,16.9
23.584265756083774,23.6
21.886499249578392,21.9
29.978768832852822,30.0
0.12893213335962983,0.0
35.12183241023407,35.2
12.473146928173797,12.5
18.76849295056205,18.8
16.470769240214587,16.5
16.170832187694085,16.2
14.971808618490853,15.0
93.7006962457275,93.8
50.34068383795423,50.4
24.162910954654567,24.2
27.061225821024358,27.1
32.761218477248946,32.8
14.77717811429203,14.8
32.461432877214115,32.5
54.04283181954594,54.1
13.578323055641304,13.6
11.080553108174971,11.1
10.880706558022744,10.9
15.874418596489924,15.9
44.266314153277506,44.3
39.764445168465215,39.8
15.685324887241237,15.7
11.691132433791763,11.7
11.77554134077498,11.8
14.571742234657847,14.6
42.858361435961584,42.9
13.674971407264719,13.7
30.46892027457205,30.5
15.487583430679383,15.5
0.017217627526150636,0.0
0.03467031096101536,0.0
15.889457902280938,15.9
11.592325640559352,11.6
30.97382070546626,31.0
21.18387455619854,21.2
17.48693574229431,17.5
34.97116801169198,35.0
0.019608166362939272,0.0
44.96167464012444,45.0
48.75797496811244,48.8
12.865297471667573,12.9
16.773993571289083,16.8
46.94672121487271,47.0
43.54968552919923,43.6
10.48010693006875,10.5
24.467836393855624,24.5
67.2296717801646,67.3
16.37332822102505,16.4
14.881303967320724,14.9
28.069287421684734,28.1
0.014070476284636868,0.0
96.60876259585477,96.7
37.16230819660343,37.2
12.783121528371744,12.8
12.48362652191187,12.5
19.414629350096504,19.4
16.417145623054637,16.4
72.56898428913631,72.6
13.414427519632252,13.4
11.32164685143944,11.3
44.991252522849905,45.0
34.49546743423049,34.5
15.211982855968609,15.2
22.7544788326809,22.8
19.008358967983888,19.0
17.41055794452445,17.4
52.25854473101917,52.3
13.980041840485056,14.0
13.885961936143572,13.9
12.187216431530231,12.2
28.307187326238797,28.3
11.364943572636287,11.4
14.114089690518533,14.1
12.1157160634895,12.1
19.314673477036514,19.3
19.408998888811823,19.4
0.02289747250242513,0.0
15.259089014351371,15.3
18.955779688003805,19.0
18.156195801011815,18.2
15.264236115511531,15.3
11.068798505178531,11.1
11.732639095511756,11.7
10.665600250836253,10.7
14.761082288098578,14.8
17.658521747563952,17.7
0.013792646862466285,0.0
14.361536858811194,14.4
11.863953274484768,11.9
-0.020446387379635667,0.0
12.26357353957247,12.3
13.150754005634205,13.2
15.666187687560708,15.7
11.170183758365374,11.2
12.568825480790744,12.6
12.968724906360967,13.0
11.569529281881941,11.6
16.964866771798054,17.0
14.368534894093228,14.4
13.767360551231782,13.8
0.0010931597757313227,0.0
13.539355772572534,13.6
29.000092679924748,29.1
14.484986825119542,14.5
23.97072438290007,24.0
10.382966921858031,10.4
23.871245340620387,23.9
31.964342998899355,32.0
0.06519961216816839,0.0
45.46171326677413,45.5
59.84236638704054,59.9
0.03647891672160597,0.0
16.288643095912764,16.3
0.09957876806126364,0.0
13.276338314923109,13.3
25.059295122435795,25.1
12.371635256074047,12.4
11.274678031840606,11.3
15.674110448408872,15.7
21.668408556610004,21.7
20.86904016314871,20.9
23.267063714144125,23.3
16.37298762537919,16.4
25.465894099016822,25.5
16.27363266581115,16.3
12.07732980409751,12.1
23.91099985760377,23.9
-0.008379522718914956,0.0
29.53134750533126,29.6
-0.00918452840846129,0.0
14.551629271706693,14.6
13.149812684491772,13.2
